category,city,resources/contact,resources/descriptionandorserviceprovided,resources/nameoftheorganisation,resources/phonenumber,resources/state
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Kurali",Lachman Das Gupta & Sons,9814141737,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Khanpur Village",Madan Singh Rana,8264654323,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Anaj Mandi, Badala Road, Kharar",Monu Di Hatti,9592403080,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Ward No. 5, Kurali",Naresh Karyana Store,"9780258733,
9988837087",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Hospital Road, Kharar",Naresh Kumar Rajesh Kumar,9781525540,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Ward No. 2, Kurali",Narinder Karyana Store,8054741961,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Ward No. 15, Kurali",Om Parkash Narinder Kumar,9872861375,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Khizrabad",Pardeep Kumar,9815333978,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Khizrabad",Pardeep Kumar,9041132698,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Ward No. 15, Kurali",Pawan Karyana Store,9417092383,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Ward No. 16, Kurali",Rajan Traders,9814060002,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Ward No. 5, Kurali",Ramchand Vijaysheel,8146419601,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Vr Punjab Kharar",Reliance Mart,6350613548,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Guru Teg Bahadur Nagar",Rohan Trading Company,9653394494,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Khizrabad",Rohit Rana,9417413586,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Desu Majra",Shammi Supermarket,9855580862,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Anaj Mandi, Badala Road, Kharar",Singla Provision Store,9814702556,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Anaj Mandi, Badala Road, Kharar",Sood Spices,9914400031,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Dhode Majra",Sumit Kumar,7347296643,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Khizrabad",Surinder Kumar,7696372616,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Kartarpur",Tarlochan Singh,9779491650,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Khizrabad",Tejinder Singh,9855713121,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Supply of grocery, Firozpur Bangar",Vivek Kumar,9814978766,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Near Balongi Sales Tax Barrier,
Kharar-Chandigarh Road, Badmajra",Bhushan Enterprises,9872740334,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCO 14-15, Near Police Station, Balongi",Kapil Trading Co.,"9814504794,
9814804794",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,Balongi,Shri Radhey Traders,9518417009,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Dashmesh Nagar, Balongi",Veer Ji Departmental Store,9988547676,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Shop No. 1, Sector 66B, Near Atta Chakki, Kambala",Bhavya Trading Co.,9646183790,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"# 920, Phase 10, Mohali",Amritsar Provision Store,9872733187,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Phase 10, Mohali",Bakers Home,7696544983,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCF 35, Phase 10, Mohali",Rising Sun Departmental Store,9517510001,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCF 57, Phase 10, Mohali",Subhash Departmental Store,8427821201,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCF 89, Phase 11, Mohali",Amit Departmental Store,9056516453,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCF 92, Phase 11, Mohali",Bharat Trading Co.,"9888658883,
7696616149",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"# 1303/2, Phase 11, Mohali",Gulati Store,9855806806,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"HIG 638A, Phase 11, Mohali",Luxmi Karyana Store,9464161733,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"# 1302/3, Phase 11, Mohali",Manish Super Store,9888396274,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCF 104, Phase 11, Mohali",Pahwa Departmental Store,8146551117,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCF 48, Phase 11, Mohali",Sabharwal Supermarket,9888691553,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCF 90, Phase 11, Mohali",Singla Supermarket,9216700513,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCF 1, Phase 2, Mohali",B.K. Flour Mills,9814106317,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCF 2, Phase 2, Mohali",H.S. Departmental Store,9872362995,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCO 5, Phase 2, Mohali",Jindal Traders,9914143606,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Booth No. 83, Phase 2, Mohali",New Happy Confectionery,9988635674,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Booth No. 60, Phase 2, Mohali",Singla Departmental Store,8146829882,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Booth No. 28, Phase 2, Mohali",Vaneet Karyana Store,9501515341,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Shop No. 228, Phase 3B1, Mohali",Sharma Confectionery & Karyana Store,9988013843,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Booth No. 33, Phase 3B2, Mohali",B.R. Traders,"9417213864,
9872328682",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCF 62, Phase 3B22, Mohali",Khoobsurat Superstore,9888276160,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Booth No. 11, Phase 3B2, Mohali",Rajindra Provision Store,9872025630,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Phase 5, Mohali",Healthy Mart,"9814633610,
1724643176",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCF 73, Phase 5, Mohali",Nagpal Departmental Store,9872281705,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Booth No. 293/312, Phase 5, Mohali",Raj Karyana Store,9888101638,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Booth No. 18-19, Phase 5, Mohali",Rakesh Super Store,9780036350,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCF 21, Phase 5, Mohali",Shri Gurudev Mart,"9888000032,
8699000032",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCF 15, Phase 5, Mohali",Singh & Sons,"9316114110,
9888101010",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCF 17, Phase 5, Mohali",Sunny Traders,9464703257,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCF 7 (Backside) Phase 6, Mohali",Aggarwal Departmental Store,7307860022,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Plot No. C-72, Industrial Area, Phase 6, Mohali",F & V Agro Llp,8284870308,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCF 62, Phase 6, Mohali",Rankeshwar Store,9646070441,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Plot No. C102/21, Industrial Area, Phase 7, Mohali",AG Traders,9815062007,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Hl 428, Phase 7, Mohali",Arora Departmental Store,9988037138,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Booth No. 15-16, Industrial Area, Phase 7, Mohali",Baba Karyana Store,9988559991,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Booth No. 90, Industrial Area, Phase 7, Mohali",Chandru Karyana Store,8146834150,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Hl 519, Phase 7, Mohali",Garg Provision Store,9417925607,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Phase 7, Mohali",Healthy Ayurveda & Grocery,9814633610,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Shop No. 22-23, Phase 7, Mohali",Jain Karyana Store,9988315782,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Plot No. E 28, Industrial Area, Phase 7, Mohali",Luxmi Trading Co.,9814707675,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Phase 7, Mohali",Milkman,7814043842,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCF 130, Phase 7, Mohali",New Mohali Departmental Store,8968010111,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Phase 7, Mohali",Rajindra Karyana Store,9779519106,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Booth No. 33, Phase 7, Mohali",Refreshment Corner,9041709267,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Phase 7, Mohali",Surita Karyana Store,9779925256,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Booth No. 111, Phase 9, Mohali",King Traders,9872511980,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Booth No. 15, Industrial Area, Phase 9, Mohali",Pahuja Provision Store,9888268829,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCF 43, Backside, Phase 9, Mohali",Pawan Karyana Store,7696844847,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Plot No. 347, Industrial Area, Phase 9, Mohali",Sham Trading Co.,7508950477,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Sector 119, Mohali",Patanjali Arogya Kendra,9914692786,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Booth No. 136, Sector 66, Mohali",Bansal G General Store,8872591716,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCO 34, Sector 67, Mohali",Bedi Stores,9988188537,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Circular Road, Village Kumbra, Sector 68, Mohali",Bajaj Departmental Store,9814306556,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Circular Road, Village Kumbra, Sector 68, Mohali",Chhabra Departmental Store,9041270172,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Circular Road, Village Kumbra",Jindal Flour Mills,9872828618,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Circular Road, Village Kumbra, Sector 68, Mohali",Rattan Suresh & Sons Departmental Store,9888511319,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Shop No. 2, Sector 68, Mohali",Mohali General Store,9041826022,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Village Kumbra, Sector 68, Mohali",Pappu Karyana Store,9463594417,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"SCO 8, Sector 68, Mohali",Smart Choice Super Market,9876570339,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Sector 69, Mohali",Super Departmental Store,8437442144,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"1092, Village Mattaur, Sector
70, Mohali",A.K. Departmental Store,"9417380144,
9646057930",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Sector 70, Mohali",Aggarwal Super Market,9023223332,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Mig Super 2751, Sector 70, Mohali",Ahuja Departmental Store,9646605614,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"923/4, Surjit Complex, Village Mattaur, Sector 70, Mohali",DK Bazar,9872022877,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Shop No. 604, Village Mattaur, Sector 70, Mohali",Madhur Kashni Store,7508520327,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"#354, Vpo Mattaur, Mohali",New Sant Departmental Store,9915657189,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"2691G, MIG Super, Sector 70, Mohali",Sachdeva Confectionery,9888682691,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Shop No. 8, VPO Mattaur, Mohali",Shivam Departmental Store,9041426350,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Booth No. 87, Sector 71, Mohali",Kushal Traders,9988801669,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Booth No. 2, Sector 71, Mohali",Nagpal Karyana Store,9417421863,Punjab
